retrieved_context,question,reference,response,faithfullness,answer_relevance,answer_correctness
"[Chunk 1]
الأماكن: الهند
النص: على الصعيد الإداري تعد الهند جمهورية فيدرالية ، تتألف من 28 ولاية وسبعة أقاليم اتحادية مع وجود نظام برلماني ديموقراطي

[Chunk 2]
الأماكن: باله، جمهورية الهند، جنوب اسيا، ندية
النص: الهند رسميا جمهورية الهند ( بالهندية ) ، هي جمهورية تقع في جنوب آسيا تعد سابع أكبر بلد من حيث المساحة الجغرافية ، والثانية من حيث عدد السكان ، وهي الجمهورية الديموقراطية الأكثر ازدحاما بالسكان في العالم

[Chunk 3]
الأماكن: باله، جمهورية الهند، جنوب اسيا، ندية
النص: الهند رسميا جمهورية الهند ( بالهندية ) ، هي جمهورية تقع في جنوب آسيا تعد سابع أكبر بلد من حيث المساحة الجغرافية ، والثانية من حيث عدد السكان ، وهي الجمهورية الديموقراطية الأكثر ازدحاما بالسكان في العالم",كم ولاية فى الهند ؟,تتألف من 28 ولاية,28 ولاية.,0.93,0.92,0.93
"[Chunk 1]
الأماكن: اسراييل، بالي، بلاد الشام، غرب اسيا، غرب الاردن، فة الغربية، فلسطين، والض، وقطاع غزة
النص: فلسطين ( بالعبرية أو حسب السياق ، باليونانية ) هي منطقة جغرافية في غرب آسيا عادة ما تشمل إسرائيل ، والضفة الغربية ، وقطاع غزة ، وفي بعض التعاريف ، بعض أجزاء من غرب الأردن مشكلة الجزء الجنوبي الغربي من بلاد الشام

[Chunk 2]
الأماكن: اسراييل، بالي، بلاد الشام، غرب اسيا، غرب الاردن، فة الغربية، فلسطين، والض، وقطاع غزة
النص: فلسطين ( بالعبرية أو حسب السياق ، باليونانية ) هي منطقة جغرافية في غرب آسيا عادة ما تشمل إسرائيل ، والضفة الغربية ، وقطاع غزة ، وفي بعض التعاريف ، بعض أجزاء من غرب الأردن مشكلة الجزء الجنوبي الغربي من بلاد الشام

[Chunk 3]
الأماكن: اسراييل، بالي، بلاد الشام، غرب اسيا، غرب الاردن، فة الغربية، فلسطين، والض، وقطاع غزة
النص: فلسطين ( بالعبرية أو حسب السياق ، باليونانية ) هي منطقة جغرافية في غرب آسيا عادة ما تشمل إسرائيل ، والضفة الغربية ، وقطاع غزة ، وفي بعض التعاريف ، بعض أجزاء من غرب الأردن مشكلة الجزء الجنوبي الغربي من بلاد الشام",اين تقع فلسطين ؟,في غرب آسيا,"فلسطين هي منطقة جغرافية في غرب آسيا عادة ما تشمل إسرائيل، والضفة الغربية، وقطاع غزة، وفي بعض التعاريف، بعض أجزاء من غرب الأردن مشكلة الجزء الجنوبي الغربي من بلاد الشام.",0.91,0.92,0.93
"[Chunk 1]
الأماكن: اسراييل، بالي، بلاد الشام، غرب اسيا، غرب الاردن، فة الغربية، فلسطين، والض، وقطاع غزة
النص: فلسطين ( بالعبرية أو حسب السياق ، باليونانية ) هي منطقة جغرافية في غرب آسيا عادة ما تشمل إسرائيل ، والضفة الغربية ، وقطاع غزة ، وفي بعض التعاريف ، بعض أجزاء من غرب الأردن مشكلة الجزء الجنوبي الغربي من بلاد الشام

[Chunk 2]
الأماكن: اسراييل، بالي، بلاد الشام، غرب اسيا، غرب الاردن، فة الغربية، فلسطين، والض، وقطاع غزة
النص: فلسطين ( بالعبرية أو حسب السياق ، باليونانية ) هي منطقة جغرافية في غرب آسيا عادة ما تشمل إسرائيل ، والضفة الغربية ، وقطاع غزة ، وفي بعض التعاريف ، بعض أجزاء من غرب الأردن مشكلة الجزء الجنوبي الغربي من بلاد الشام

[Chunk 3]
الأماكن: اسراييل، بالي، بلاد الشام، غرب اسيا، غرب الاردن، فة الغربية، فلسطين، والض، وقطاع غزة
النص: فلسطين ( بالعبرية أو حسب السياق ، باليونانية ) هي منطقة جغرافية في غرب آسيا عادة ما تشمل إسرائيل ، والضفة الغربية ، وقطاع غزة ، وفي بعض التعاريف ، بعض أجزاء من غرب الأردن مشكلة الجزء الجنوبي الغربي من بلاد الشام",ماذا تسمى فلسطين باليونانية ؟,باليونانية : ),"تسمى فلسطين باليونانية ""Παλαιστίνη"" (Palastīnē).",0.92,0.8,0.8
"[Chunk 1]
المنظمات: الدولة العثمانية، كس بيكو
الأماكن: البحر المتوسط، البحر الميت، بحيرة طبريا، سان ريمو، سورية، فلسطين، لبنان، والاردن، يج العقبة
النص: عقب الحرب العالمية الأولى وتبعاتها من سقوط الدولة العثمانية التي كانت تسيطر على فلسطين ومعاهدة سيفر ومؤتمر سان ريمو واتفاقية سايكس بيكو ، رسمت حدود الإنتداب البريطاني على فلسطين ، فكانت الحدود تمتد بشكل طولي من الشمال إلى الجنوب على نحو أربع درجات عرض ، حيث تمتد بين دائرتي عرض 29 , 30 و 33 , 15 شمالا وبين خطي الطول 34 , 15 و 35 , 40 شرقا ، بمساحة 26 , 990 كم 2 ، بما في ذلك بحيرة طبريا ونصف البحر الميت يحدها من الغرب البحر المتوسط بساحل طوله 224 كم ، ومن الشرق سورية والأردن ، ومن الشمال لبنان ، ومن الجنوب مصر وخليج العقبة

[Chunk 2]
المنظمات: الدولة العثمانية، كس بيكو
الأماكن: البحر المتوسط، البحر الميت، بحيرة طبريا، سان ريمو، سورية، فلسطين، لبنان، والاردن، يج العقبة
النص: عقب الحرب العالمية الأولى وتبعاتها من سقوط الدولة العثمانية التي كانت تسيطر على فلسطين ومعاهدة سيفر ومؤتمر سان ريمو واتفاقية سايكس بيكو ، رسمت حدود الإنتداب البريطاني على فلسطين ، فكانت الحدود تمتد بشكل طولي من الشمال إلى الجنوب على نحو أربع درجات عرض ، حيث تمتد بين دائرتي عرض 29 , 30 و 33 , 15 شمالا وبين خطي الطول 34 , 15 و 35 , 40 شرقا ، بمساحة 26 , 990 كم 2 ، بما في ذلك بحيرة طبريا ونصف البحر الميت يحدها من الغرب البحر المتوسط بساحل طوله 224 كم ، ومن الشرق سورية والأردن ، ومن الشمال لبنان ، ومن الجنوب مصر وخليج العقبة

[Chunk 3]
المنظمات: العربية، بالسعودية
الأماكن: البحر الاحمر، البحرين، الجنوب الشرقي، الخليج العربي، الشمال الشرقي، العراق، الكويت، المتحدة، اليمن، جسر الملك فهد، والاردن، والامارات
النص: يحدها من الشمال العراق والأردن وتحدها الكويت من الشمال الشرقي ، ومن الشرق تحدها كل من قطر والإمارات العربية المتحدة بالإضافة إلى البحرين التي ترتبط بالسعودية من خلال جسر الملك فهد الواقع على الخليج العربي ، ومن الجنوب تحدها اليمن ، وعمان من الجنوب الشرقي ، كما يحدها البحر الأحمر من جهة الغرب",ما الدول التى تقع على شرق حدود الانتداب البريطانى ؟,"سورية والأردن ،",سوريا والأردن.,0.8,0.92,0.92
"[Chunk 1]
النص: السرطان ( بالإنجليزية Cancer ) هو مجموعة من الأمراض التي تتميز خلاياها بالعدائية Aggressive ( وهو النمو والانقسام الخلوي غير المحدود ) ، هذه الخلايا المنقسمة لها القدرة على غزو Invasion الأنسجة المجاورة وتدميرها ، أو الانتقال إلى أنسجة بعيدة في عملية نطلق عليها اسم النقلية

[Chunk 2]
النص: السرطان ( بالإنجليزية Cancer ) هو مجموعة من الأمراض التي تتميز خلاياها بالعدائية Aggressive ( وهو النمو والانقسام الخلوي غير المحدود ) ، هذه الخلايا المنقسمة لها القدرة على غزو Invasion الأنسجة المجاورة وتدميرها ، أو الانتقال إلى أنسجة بعيدة في عملية نطلق عليها اسم النقلية السرطان هو نمو الخلايا وانتشارها بشكل لا يمكن التحكم فيه

[Chunk 3]
النص: السرطان هو مجموعة من الأمراض التي تتميز خلاياها بالعدائية Aggressive ( وهو النمو والانقسام الخلوي غير المحدود ) ، هذه الخلايا المنقسمة لها القدرة على غزو Invasion الأنسجة المجاورة وتدميرها ، أو الانتقال إلى أنسجة بعيدة في عملية نطلق عليها اسم النقلية",ما اسم السرطان بالانجليزية ؟,Cancer ),Cancer.,0.93,0.91,0.93
"[Chunk 1]
النص: وهذه القدرات هي صفات الورم الخبيث على عكس الورم الحميد ، والذي يتميز بنمو محدد وعدم القدرة على الغزو وليس له القدرة على الانتقال أو النقلية كما يمكن أن يتطور الورم الحميد إلى سرطان خبيث في بعض الأحيان

[Chunk 2]
النص: في البداية تكون الحديبة غير متمايزة ولاحقا تتطور إما إلى القضيب أو البظر ، وهذا يتعلق بوجود أو عدم وحود البروتين العامل المحدد للخصية tdf ، المرمز بواسطة جين واحد في كروموسوم Y

[Chunk 3]
النص: من ثم ، يمكن أن ينتقل هذا الفيروس من خلال الاتصال الجنسي غير الآمن سواء الشرجي أو المهبلي أو الفموي ، أو من خلال عملية نقل الدم ، أو من خلال إبر الحقن الملوثة بهذا الفيروس ، أو يمكن أن ينتقل من الأم إلى جنينها خلال مرحلة الحمل أو الولادة أو الرضاعة أو من خلال أي عملية تعرض أخرى لأي من السوائل الجسدية سالفة الذكر",الى ماذا يمكن للورم الخبيث ان يتطور ؟,إلى سرطان خبيث في بعض الأحيان .,يمكن للورم الخبيث أن يتطور إلى سرطان خبيث في بعض الأحيان. (النص: والذي يتميز بنمو محدد وعدم القدرة على الغزو وليس له القدرة على الانتقال أو النقلية كما يمكن أن يتطور الورم الحميد إلى سرطان خبيث في بعض الأحيان),0.77,0.91,0.92
"[Chunk 1]
النص: يستطيع السرطان أن يصيب كل المراحل العمرية عند الإنسان حتى الأجنة ، ولكن تزيد مخاطر الإصابة به كلما تقدم الإنسان في العمر

[Chunk 2]
النص: الشباب و كبار السن أكثر الفئات شيوعا للإصابة بالمرض ويعتبر الجرب المخدش شائعا في الدول النامية والمناطق الإستوائية أيضا

[Chunk 3]
النص: السرطان ( بالإنجليزية Cancer ) هو مجموعة من الأمراض التي تتميز خلاياها بالعدائية Aggressive ( وهو النمو والانقسام الخلوي غير المحدود ) ، هذه الخلايا المنقسمة لها القدرة على غزو Invasion الأنسجة المجاورة وتدميرها ، أو الانتقال إلى أنسجة بعيدة في عملية نطلق عليها اسم النقلية السرطان هو نمو الخلايا وانتشارها بشكل لا يمكن التحكم فيه",ما المراحل العمرية التى يستطيع السرطان اصابتها ؟,"يستطيع السرطان أن يصيب كل المراحل العمرية عند الإنسان حتى الأجنة ،",يستطيع السرطان أن يصيب كل المراحل العمرية عند الإنسان حتى الأجنة.,0.92,0.93,0.91
"[Chunk 1]
الأشخاص: تامر حسني، شيرين عبد الوهاب، محمد محيي
الأماكن: القاهرة
التواريخ: 8 اكتوبر 1980، صيف عام 2002، عام 2000، عام 2002
النص: شيرين عبد الوهاب ( 8 أكتوبر 1980 ) ، مغنية مصرية ولدت في القاهرة ، بدأت مشوارها الفني أوائل عام 2002 بأغنية اه يا ليل ولكنها لم تكن أول أغانيها حيث ظهرت مع المطرب محمد محي في دويتو غنائي بعنوان "" بحبك "" في عام 2000 و كانت الأغنية ضمن ألبوم "" صورة و دمعة "" للفنان محمد محيي ، و لكن انطلاقتها الحقيقية كانت مع تامر حسني ، الذي كان وجه جديد أيضا ، في ألبوم غنائي مشترك بعنوان "" فري ميكس 3 "" في صيف عام 2002

[Chunk 2]
الأشخاص: تامر حسني، شيرين بنت محيميد، محمد محيي
الأماكن: حوش بيتنا
التواريخ: 8 اكتوبر 1980، صيف عام 2002، عام 2000، عام 2002
النص: شيرين بنت محيميد ( 8 أكتوبر 1980 ) ، مغنية مصرية ولدت في [ حوش بيتنا ]] ، بدأت مشوارها الفني أوائل عام 2002 بأغنية زغرطي يا انشراح الي قاي احسن من الي ر ولكنها لم تكن أول أغانيها حيث ظهرت مع المطرب محمد محي في دويتو غنائي بعنوان "" بحبك "" في عام 2000 و كانت الأغنية ضمن ألبوم "" صورة و دمعة "" للفنان محمد محيي ، و لكن انطلاقتها الحقيقية كانت مع تامر حسني ، الذي كان وجه جديد أيضا ، في ألبوم غنائي مشترك بعنوان "" فري ميكس 3 "" في صيف عام 2002

[Chunk 3]
التواريخ: 30 ديسمبر 1898 م، 4 مايو 1908
النص: تضاربت مصادر تاريخ ميلادها الدقيق ، فبعض المصادر تشير إلى أن تاريخ ميلادها يعود لتاريخ 30 ديسمبر 1898 م ، ومصادر أخرى ترجح أن ميلادها يرجع لتاريخ 4 مايو 1908 م وهو المذكور في سجل مواليد المحافظة",متى ولدت شيرين عبد الوهاب ؟,( 8 أكتوبر 1980,"لا توجد معلومات مباشرة عن تاريخ الميلادexact لشيرين عبد الوهاب في السياق، ولكن هناك مصادر مختلفة تشير إلى أن ميلادها يعود EITHER إلى 30 ديسمبر 1898 م أو 4 مايو 1908 م. Therefore, the answer is: لا يمكن تحديد تاريخ الميلاد الدقيق لشيرين عبد الوهاب من خلال السياق.",0.88,0.93,0.92
"[Chunk 1]
الأشخاص: تامر حسني، شيرين بنت محيميد، محمد محيي
الأماكن: حوش بيتنا
التواريخ: 8 اكتوبر 1980، صيف عام 2002، عام 2000، عام 2002
النص: شيرين بنت محيميد ( 8 أكتوبر 1980 ) ، مغنية مصرية ولدت في [ حوش بيتنا ]] ، بدأت مشوارها الفني أوائل عام 2002 بأغنية زغرطي يا انشراح الي قاي احسن من الي ر ولكنها لم تكن أول أغانيها حيث ظهرت مع المطرب محمد محي في دويتو غنائي بعنوان "" بحبك "" في عام 2000 و كانت الأغنية ضمن ألبوم "" صورة و دمعة "" للفنان محمد محيي ، و لكن انطلاقتها الحقيقية كانت مع تامر حسني ، الذي كان وجه جديد أيضا ، في ألبوم غنائي مشترك بعنوان "" فري ميكس 3 "" في صيف عام 2002

[Chunk 2]
الأشخاص: تامر حسني، شيرين عبد الوهاب، محمد محيي
الأماكن: القاهرة
التواريخ: 8 اكتوبر 1980، صيف عام 2002، عام 2000، عام 2002
النص: شيرين عبد الوهاب ( 8 أكتوبر 1980 ) ، مغنية مصرية ولدت في القاهرة ، بدأت مشوارها الفني أوائل عام 2002 بأغنية اه يا ليل ولكنها لم تكن أول أغانيها حيث ظهرت مع المطرب محمد محي في دويتو غنائي بعنوان "" بحبك "" في عام 2000 و كانت الأغنية ضمن ألبوم "" صورة و دمعة "" للفنان محمد محيي ، و لكن انطلاقتها الحقيقية كانت مع تامر حسني ، الذي كان وجه جديد أيضا ، في ألبوم غنائي مشترك بعنوان "" فري ميكس 3 "" في صيف عام 2002

[Chunk 3]
الأشخاص: خالد
النص: وذات مرة سمعت أباها يعلم أخيها خالد الغناء ، حيث كان يصطحبه ليغني معه في الإحتفالات ، فعندما سمع ما تعلمته انبهر من قوة نبرتها ، فطلب منها أن تنضم معه لدروس الغناء ، وبدأت الغناء بسن الثانية عشر وذلك بعدما كان يصطحبها والدها إلى الحفلات لتغني معه وكانت تغني وهي تلبس العقال وملابس الأولاد",متى بدات شيرين مشوارها الغنائى ؟,أوائل عام 2002,بدأت شيرين بنت محيميد (أو شيرين عبد الوهاب) مشوارها الفني أوائل عام 2002 بأغنية زغرطي يا انشراح الي قاي احسن من الي ر.,0.93,0.92,0.91
"[Chunk 1]
الأشخاص: شيرين، محمد مصطفى، مريم وهنا
النص: تزوجت شيرين من الملحن والموزع الموسيقي محمد مصطفى ولها ابنتين منه هما مريم وهناء ، غير أنها انفصلت عنه بعد زواج استمر لمدة 5 سنوات

[Chunk 2]
الأشخاص: حسام حبيب
المنظمات: الجر
الأماكن: بالقاهرة
التواريخ: 3 مارس 2016، 7 ابريل 2018
النص: وبعد ذلك بثلاث أيام 3 مارس 2016 تنشر مجلة الجرس الإلكترونية تسجيل صوتيا بصوتها تعلن الفنانة بواسطته تراجعها عن الإعتزال إحتراما لجمهورها الذين طالبوها بالرجوع للساحة وفي 7 أبريل 2018 تزوجت من المطرب المصري حسام حبيب بالقاهرة

[Chunk 3]
الأشخاص: تامر حسني، شيرين عبد الوهاب، محمد محيي
الأماكن: القاهرة
التواريخ: 8 اكتوبر 1980، صيف عام 2002، عام 2000، عام 2002
النص: شيرين عبد الوهاب ( 8 أكتوبر 1980 ) ، مغنية مصرية ولدت في القاهرة ، بدأت مشوارها الفني أوائل عام 2002 بأغنية اه يا ليل ولكنها لم تكن أول أغانيها حيث ظهرت مع المطرب محمد محي في دويتو غنائي بعنوان "" بحبك "" في عام 2000 و كانت الأغنية ضمن ألبوم "" صورة و دمعة "" للفنان محمد محيي ، و لكن انطلاقتها الحقيقية كانت مع تامر حسني ، الذي كان وجه جديد أيضا ، في ألبوم غنائي مشترك بعنوان "" فري ميكس 3 "" في صيف عام 2002",متى تزوجت شيرين ؟,7 أبريل 2018,"لم تذكر السيرة الذاتية لشيرين في السياق أنهاتزوجت، بل ذكر أنها انفصلت عن زوجها محمد مصطفى بعد زواج استمر لمدة 5 سنوات. quindi، الإجابة هي: لم تزوج شيرين.",0.91,0.31,0.33
"[Chunk 1]
الأشخاص: غونغهيغو
المنظمات: الصين
الأماكن: الشعبية، الصين، جمهورية
النص: الصين ( بالصينية المبسطة تشونغوا بالصينية التقليدية ) المعروفة رسميا باسم جمهورية الصين الشعبية ( بالصينية المبسطة تشونغهوا رنمين غونغهيغو بالصينية التقليدية

[Chunk 2]
المنظمات: الصين
الأماكن: الشعبية، الصين، جمهورية
النص: الصين ( بالصينية المبسطة بالصينية التقليدية ) المعروفة رسميا باسم جمهورية الصين الشعبية ( بالصينية المبسطة بالصينية التقليدية

[Chunk 3]
المنظمات: الصين
الأماكن: ا رنم، الشعبية، الصين، جمهورية، ين غونغهيغو
النص: الصين ( بالصينية المبسطة تشونغوا بالصينية التقليدية ) المعروفة رسميا باسم جمهورية الصين الشعبية ( بالصينية المبسطة تشونغهوا رنمين غونغهيغو بالصينية التقليدية ) هي الدولة الأكثر سكانا في العالم حيث يقطنها أكثر من 1 338 مليار نسمة",ما اسم الصين فى اللغة الصينية ؟,تشونغهوا,الصين المعروفة رسميا باسم جمهورية الصين الشعبية ( بالصينية المبسطة تشونغهوا رنمين غونغهيغو بالصينية التقليدية ).,0.91,0.93,0.93
"[Chunk 1]
المنظمات: الحزب الشيوعي الصيني
الأماكن: شرق اسيا
النص: ) هي الدولة الأكثر سكانا في العالم حيث يقطنها أكثر من 1 338 مليار نسمة تقع في شرق آسيا ويحكمها الحزب الشيوعي الصيني في ظل نظام الحزب الواحد

[Chunk 2]
المنظمات: الصين
الأماكن: ا رنم، الشعبية، الصين، جمهورية، ين غونغهيغو
النص: الصين ( بالصينية المبسطة تشونغوا بالصينية التقليدية ) المعروفة رسميا باسم جمهورية الصين الشعبية ( بالصينية المبسطة تشونغهوا رنمين غونغهيغو بالصينية التقليدية ) هي الدولة الأكثر سكانا في العالم حيث يقطنها أكثر من 1 338 مليار نسمة

[Chunk 3]
الأماكن: الصين، بكين، هونغ كونغ
النص: تتألف الصين من أكثر من 22 مقاطعة وخمس مناطق ذاتية الحكم وأربع بلديات تدار مباشرة ( بكين وتيانجين وشانغهاي وتشونغتشينغ واثنتان من مناطق عالية الحكم الذاتي هما هونغ كونغ وماكاو عاصمة البلاد هي مدينة بكين",اين تقع الصين ؟,شرق آسيا,تقع الصين في شرق آسيا.,0.92,0.93,0.92
"[Chunk 1]
المنظمات: جمهورية الصين الشعبية
النص: تمتد البلاد على مساحة 9 6 مليون كيلومتر مربع ( 3 7 مليون ميل مربع ) ، حيث تعد جمهورية الصين الشعبية ثالث أو رابع أكبر من المساحة الإجمالية ( اعتمادا على تعريف ما هو مدرج في هذا المجموع ) ، وثاني أكبرها وفقا لمساحة البر

[Chunk 2]
المنظمات: جمهورية الصين الشعبية
النص: 6 مليون كيلومتر مربع ( 3 7 مليون ميل مربع ) ، حيث تعد جمهورية الصين الشعبية ثالث أو رابع أكبر من المساحة الإجمالية ( اعتمادا على تعريف ما هو مدرج في هذا المجموع ) ، وثاني أكبرها وفقا لمساحة البر

[Chunk 3]
المنظمات: الصين
الأماكن: ا رنم، الشعبية، الصين، جمهورية، ين غونغهيغو
النص: الصين ( بالصينية المبسطة تشونغوا بالصينية التقليدية ) المعروفة رسميا باسم جمهورية الصين الشعبية ( بالصينية المبسطة تشونغهوا رنمين غونغهيغو بالصينية التقليدية ) هي الدولة الأكثر سكانا في العالم حيث يقطنها أكثر من 1 338 مليار نسمة",ما ترتيب الصين من حيث المساحة ؟,ثالث أو رابع أكبر من المساحة الإجمالية,"تعد جمهورية الصين الشعبية ثالث أو رابع أكبر من المساحة الإجمالية، وثاني أكبرها وفقا لمساحة البر.",0.91,0.92,0.93
"[Chunk 1]
النص: كرة القدم هي رياضة جماعية تلعب بين فريقين يتكون كل منهما من أحد عشر لاعبا بكرة مكورة

[Chunk 2]
النص: كرة القدم هي رياضة جماعية تلعب بين فريقين يتكون كل منهما من أحد عشر لاعبا بكرة مكورة

[Chunk 3]
النص: كرة القدم هي رياضة جماعية تلعب بين فريقين يتكون كل منهما من أحد عشر لاعبا بكرة مكورة",ما هو عدد الاعيبين في فرقة كرة القدم ؟,رياضة جماعية تلعب بين فريقين يتكون كل منهما من أحد عشر لاعبا,يبلغ عدد اللاعبين في فرق كرة القدم أحد عشر لاعبا.,0.92,0.92,0.93
"[Chunk 1]
النص: كرة القدم هي رياضة جماعية تلعب بين فريقين يتكون كل منهما من أحد عشر لاعبا بكرة مكورة

[Chunk 2]
النص: كرة القدم هي رياضة جماعية تلعب بين فريقين يتكون كل منهما من أحد عشر لاعبا بكرة مكورة

[Chunk 3]
النص: كرة القدم هي رياضة جماعية تلعب بين فريقين يتكون كل منهما من أحد عشر لاعبا بكرة مكورة",هل كرة القدم رياضة جماعية او فردية ؟,كرة القدم هي رياضة جماعية,كررية جماعية.,0.93,0.91,0.92
"[Chunk 1]
النص: حارس المرمى هو اللاعب الوحيد الذي يسمح له أن يلمس الكرة بيديه أو ذراعيه ، بشرط أن يكون داخل منطقة الجزاء يستخدم اللاعبون غير الحارس أرجلهم غالبا في الهجوم أو تمرير الكرة ويمكنهم أيضا استخدام رأسهم لضرب الكرة

[Chunk 2]
النص: حارس المرمى هو اللاعب الوحيد الذي يسمح له أن يلمس الكرة بيديه أو ذراعيه ، بشرط أن يكون داخل منطقة الجزاء يستخدم اللاعبون غير الحارس أرجلهم غالبا في الهجوم أو تمرير الكرة ويمكنهم أيضا استخدام رأسهم لضرب الكرة

[Chunk 3]
الأشخاص: برون، رونالدو، لويس نازاريو دي ليما
الأماكن: البرازيل، ريو دي جانيرو
التواريخ: 22 سبتمبر عام 1976، فبراير عام 2011
النص: رونالدو لويس نازاريو دي ليما ( بالبرتغالية Ronaldo Luís Nazário de Lima) ، المعروف اختصارا برونالدو ، ويعرف أيضا بلقبه "" الظاهرة "" هو لاعب كرة قدم برازيلي سابق اعتزل لعب كرة القدم في فبراير عام 2011 ، ولد يوم 22 سبتمبر عام 1976 في مدينة ريو دي جانيرو في موطنه البرازيل",من هو اللاعب الذي يسمح له بلمس الكرة بيديه ؟,"حارس المرمى هو اللاعب الوحيد الذي يسمح له أن يلمس الكرة بيديه أو ذراعيه ،",الحارس المرمى.,0.87,0.93,0.92
"[Chunk 1]
المنظمات: القوات الاسراييلية، وسوريا
الأماكن: اسراييل، الاردن، الضفة الغربية، سوريا، شبه جزيرة سيناء، ضبة الجولان، قطاع غزة
التواريخ: 10 رمضان 1393 ه، 6 اكتوبر / تشرين الاول 1973، عام 1973، يوم السبت
النص: حرب أكتوبر "" حرب العاشر من رمضان "" كما تعرف في مصر أو حرب تشرين التحريرية كما تعرف في سوريا أو حرب يوم الغفران كما تعرف في إسرائيل ، هي حرب شنتها كل من مصر وسوريا على إسرائيل عام 1973 وهي رابع الحروب العربية الإسرائيلية بعد حرب 1948 ( حرب فلسطين ) وحرب 1956 ( حرب السويس ) وحرب 1967 ( حرب الستة أيام ) ، وكانت إسرائيل في الحرب الثالثة قد احتلت شبه جزيرة سيناء من مصر وهضبة الجولان من سوريا إلى جانب الضفة الغربية من الأردن بالإضافة إلى قطاع غزة الخاضع آنذاك لحكم عسكري مصري بدأت الحرب يوم السبت 6 أكتوبر / تشرين الأول 1973 م الموافق 10 رمضان 1393 ه بتنسيق هجومين مفاجئين ومتزامنين على القوات الإسرائيلية

[Chunk 2]
المنظمات: اسراييل، القوات السورية، القوات المسلحة المصرية والسورية، القوات المصرية، وسوريا
الأماكن: اسراييل، الاردن، الضفة الغربية، خط بارليف، سهل الحولة، سوريا، شبه جزيرة سيناء، ضبة الجولان، قطاع غزة، قناة السويس، يرة طبريا
التواريخ: عام 1973
النص: حرب أكتوبر "" حرب العاشر من رمضان "" كما تعرف في مصر أو حرب تشرين التحريرية كما تعرف في سوريا أو حرب يوم الغفران ( بالعبرية ، ميلخمت يوم كيبور ) كما تعرف في إسرائيل ، هي حرب شنتها كل من مصر وسوريا على إسرائيل عام 1973 وهي رابع الحروب العربية الإسرائيلية بعد حرب 1948 ( حرب فلسطين ) وحرب 1956 ( حرب السويس ) وحرب 1967 ( حرب الستة أيام ) ، وكانت إسرائيل في الحرب الثالثة قد احتلت شبه جزيرة سيناء من مصر وهضبة الجولان من سوريا إلى جانب الضفة الغربية من الأردن بالإضافة إلى قطاع غزة الخاضع آنذاك لحكم عسكري مصري عقب بدء الهجوم حققت القوات المسلحة المصرية والسورية أهدافها من شن الحرب على إسرائيل ، وكانت هناك إنجازات ملموسة في الأيام الأولى للمعارك ، فعبرت القوات المصرية قناة السويس بنجاح وحطمت حصون خط بارليف وتوغلت 20 كم شرقا داخل سيناء ، فيما تمكنت القوات السورية من الدخول إلى عمق هضبة الجولان وصولا إلى سهل الحولة وبحيرة طبريا

[Chunk 3]
المنظمات: اسراييل، وسوريا
الأماكن: اسراييل، الاردن، الضفة الغربية، سوريا، شبه جزيرة سيناء، ضبة الجولان، قطاع غزة
التواريخ: عام 1973
النص: حرب أكتوبر "" حرب العاشر من رمضان "" كما تعرف في مصر أو حرب تشرين التحريرية كما تعرف في سوريا أو حرب يوم الغفران ( بالعبرية ، ميلخمت يوم كيبور ) كما تعرف في إسرائيل ، هي حرب شنتها كل من مصر وسوريا على إسرائيل عام 1973 وهي رابع الحروب العربية الإسرائيلية بعد حرب 1948 ( حرب فلسطين ) وحرب 1956 ( حرب السويس ) وحرب 1967 ( حرب الستة أيام ) ، وكانت إسرائيل في الحرب الثالثة قد احتلت شبه جزيرة سيناء من مصر وهضبة الجولان من سوريا إلى جانب الضفة الغربية من الأردن بالإضافة إلى قطاع غزة الخاضع آنذاك لحكم عسكري مصري",كيف تعرف حرب اكتوبر في مصر ؟,"حرب أكتوبر "" حرب العاشر من رمضان "" كما تعرف في مصر","حرب أكتوبر تعرف في مصر ""حرب العاشر من رمضان"".",0.92,0.91,0.92
