retrieved_context,question,reference,response,faithfullness,answer_relevance,answer_correctness
"[Chunk 1]
التواريخ: شهر رمضان
النص: ليلة القدر عند المسلمين ، هي ليلة تقع فيها مناسبة هامة حدثت في شهر رمضان ، حيث يؤمن المسلمون أن القرآن الكريم قد أنزل إلى النبي محمد ، حيث ينص القرآن على ذلك في سورة خاصة هي سورة القدر ، وفيها أن هذه الليلة خير من ألف شهر ، وفيها تتنزل الملائكة بالرحمات حتى مطلع الفجر ، وثبت بالسنة النبوية الحث على تحري هذه الليلة وخصوصا في الأيام العشر الأواخر من شهر رمضان ، وبالأخص الأيام الفردية من العشر الأواخر ، حيث ورد في القرآن أنها خير من ألف شهر .

[Chunk 2]
التواريخ: شهر رمضان
النص: ، كما أن صوم شهر رمضان من كل عام فرض بإجماع المسلمين ، و هو أحد أركان الإسلام الخمسة ، وفضائله متعددة ، ويشرع قيام لياليه ، وخصوصا العشر الأواخر منه ، وفيه ليلة القدر ، وتتعلق به زكاة الفطر ، وهو عند المسلمين موعد للفرحة ، والبر والصلة ، وعوائد الخير

[Chunk 3]
التواريخ: شهر رمضان
النص: صلاة التراويح أو صلاة القيام في رمضان هي صلاة في الإسلام ، وحكمها سنة مؤكدة للرجال والنساء تؤدى في كل ليلة من ليالي شهر رمضان بعد صلاة العشاء ويستمر وقتها إلى قبيل الفجر ، وقد حث النبي محمد على قيام رمضان فقال",ما الليلة التي لها قدسية خاصة في شهر رمضان ؟,ليلة القدر,"ليلة القدر هي الليلة ذات القداسة الخاصة في شهر رمضان، حيث يؤمن المسلمون أن القرآن الكريم أنزل فيها على النبي محمد.",0.9,0.93,0.93
"[Chunk 1]
الأشخاص: ان احمد مرجان، ران منصور، شريف عرفة، محمد عبد العاطي، نادر جلال، والارهاب، وحسن ومر، وحيد حامد، ولين، ين الرملي
المنظمات: محكمة جنح العجوزة، محكمة جنح الهرم
الأماكن: القاهرة
التواريخ: 2 فبراير 2012، 24 ابريل 2012، 26 ابريل، ام 2011
النص: في 2 فبراير 2012 قضت محكمة جنح الهرم في القاهرة بالحبس ثلاثة أشهر ودفع غرامة قدرها 1000 جنية ، بتهمة ازدراء الدين الإسلامي من خلال أعماله الفنية السينمائية ، وصدر الحكم برئاسة المستشار « محمد عبد العاطي » ، واستند المحامي « عسران منصور » في القضية التي رفعها عليه بعام 2011 على أدواره في العديد من الأفلام مثل مرجان أحمد مرجان وحسن ومرقص والإرهابي ولكنه أكد أنه لم يكن لديه علم بهذه الدعوى التي صدر فيها حكم غيابي بحبسه وتغريمه ولم يصله استدعاء إلى المحكمة ، ولم يذهب محامي للدفاع عنه في التهمة المشار إليها ، مطالبا في الوقت نفسه بضرورة احترام حرية الإبداع والتعبير الفني ، وتم تأييد الحكم في 24 أبريل 2012 ، وفي 26 أبريل قررت « محكمة جنح العجوزة » عدم قبول الدعوى المقدمة ضده مع الكاتب وحيد حامد والمخرج شريف عرفة والمخرج نادر جلال ولينين الرملي بشقيها المدني والجزائي لأن الدعوى أقيمت « بغير ذي صفة » ، وعدم وجود الجريمة فيها وتغريم رافيعها 50 جنيها .

[Chunk 2]
المنظمات: اليون، كو للتراث العالمي
الأماكن: الهرم الاكبر، رام الجيزة، هرم خوفو
النص: الهرم الأكبر أو هرم خوفو هو الأثر الوحيد الباقي من عجائب الدنيا السبع ، ويقع بمنطقة أهرام الجيزة في مصر المسجلة ضمن مواقع اليونيسكو للتراث العالمي

[Chunk 3]
الأشخاص: الله السدحان، ناصر القصبي، وعبد
النص: 000 ريال عن كل جزء ، وجاء في أحد فقرات القرار بأن يأخذ تعهد على ناصر القصبي وعبدالله السدحان بعدم إنتاج المسلسل الكوميدي مستقبلا بعد الجزء السادس عشر باسم ( طاش ما طاش ) واختيار اسم آخر لهما لحفظ حقوق هذا المسمى إلا بعد أخذ الموافقة الخطية من صاحب الحق على ذلك",ما مقدار الغرامة التي امرت بها محكمه جنح الهرم ضد عادل إمام ؟,1000 جنية,"لم يتم ذكر اسم ""عادل إمام"" في السياق، ولكن تم ذكر ""أحمد مرجان"" و""عسران منصور""، والغرامة المذكورة هي 1000 جنيه.",0.66,0.9,0.9
"[Chunk 1]
الأشخاص: هاني شاكر
المنظمات: الاوبرا، المجلس الاعلى للثقافة
الأماكن: المصرية
النص: و قد تم منح كارمن جائزة أفضل صوت تحت سن السادسة عشرة موجهة من المجلس الأعلى للثقافة في مصر وقد قدمها المطرب الكبير هاني شاكر في حفلته في دار الأوبرا المصرية وأبدى اعجابه لشديد بصوتها وقوة إحساسها

[Chunk 2]
الأشخاص: من سليمان
التواريخ: 7 اكتوبر 1994
النص: كارمن سليمان ( 7 أكتوبر 1994 -) ، مطربة مصرية وهي الفائزة بلقب « نجمة العرب » من برنامج آراب آيدول الموسم الأول

[Chunk 3]
الأشخاص: من سليمان
التواريخ: 23 مارس 2012، مساء، يوم الجمعة الموافق
النص: فازت المشتركة المصرية كارمن سليمان بلقب "" أراب آيدول "" في موسمه الأول بعد أن حصدت أعلى نسبة اصوات من قبل الجمهور في التصويت الذي بدأ مساء يوم الجمعة الموافق 23 مارس 2012 لغاية اليوم التالي",ما الجائزة التي حصلت عليها كارمن من المجلس الأعلى للثقافة في مصر ؟,جائزة أفضل صوت تحت سن السادسة عشرة,حصلت كارمن على جائزة أفضل صوت تحت سن السادسة عشرة من المجلس الأعلى للثقافة في مصر.,0.92,0.93,0.91
"[Chunk 1]
الأشخاص: عيسى بن مريم، محمد
المنظمات: اسراييل
النص: المسيح عيسى بن مريم ويعرف أيضا بيشوع بالعبرية و بيسوع في العهد الجديد ، هو رسول الله والمسيح في الإسلام ، ويعتبر من أولي العزم من الرسل ، أرسل ليقود بني إسرائيل إلى كتاب مقدس جديد وهو الإنجيل ، ويفضل المسلمون إضافة عبارة "" عليه السلام "" بعد اسمه ككل الأنبياء توقيرا لهم الإيمان بعيسى ( وكل الأنبياء والرسل ) ركن من أركان الإيمان ، ولا يصح إسلام شخص بدونه ذكر عيسى باسمه في القرآن 25 مرة ، بينما ذكر محمد 4 مرات

[Chunk 2]
الأشخاص: احمد شوقي، ران خليل جبران، رشيد سليم الخوري، محمد بن عبد الله، والخل، يل بن احمد الفراهيدي
النص: القرآن أو القرآن الكريم هو كتاب الله المعجز عند المسلمين ، يعظمونه ويؤمنون بأنه كلام الله وبأنه قد أنزل على محمد بن عبد الله للبيان والإعجاز ، وبأنه محفوظ في الصدور والسطور من كل مس أو تحريف وبأنه منقول بالتواتر ، ، وبأنه المتعبد بتلاوته ، وبأنه آخر الكتب السماوية بعد صحف إبراهيم و الزبور والتوراة والإنجيل القرآن هو أقدم الكتب العربية ، ويعد بشكل واسع الأعلى قيمة لغويا ، لما يجمعه من البلاغة والبيان والفصاحة و للقرآن أثر وفضل في توحيد وتطوير اللغة العربية وآدابها وعلومها الصرفية والنحوية ، ووضع وتوحيد وتثبيت اللبنات الأساس لقواعد اللغة العربية ، إذ يعتبر مرجعا وأساسا لكل مساهمات الفطاحلة اللغويين في تطوير اللغة العربية كسيبويه وأبو الأسود الدؤلي والخليل بن أحمد الفراهيدي وغيرهم ، سواء عند القدماء أو المحدثين إلى حقبة أدب المهجر في العصر الحديث ، ابتداء من أحمد شوقي إلى رشيد سليم الخوري وجبران خليل جبران وغيرهم الذين كان لهم دور كبير في محاولة الدفع بإحياء اللغة والتراث العربي في العصر الحديث

[Chunk 3]
الأشخاص: عيسى، يسوع
النص: وبحسب القرآن ، فإن عيسى حي ، لم يمت حتى الآن ، ولم يقتله اليهود ، ولم يصلبوه ، ولكن شبه لهم ، بل رفعه الله إلى السماء ببدنه وروحه رحمة وتكريما له ، وهو إلى الآن في السماء ، كذلك فإن عيسى مسلم مثل كل الرسل في الإسلام ، أي خضع لأمر الله ، ونصح متبعيه أن يختاروا الصراط المستقيم ، قال تعالى في سورة النساء يرفض الإسلام فكرة الثالوث ، أن عيسى هو إله متجسد ، أو ابن الله أو أنه صلب أو قيامة يسوع ويذكر القرآن أن عيسى نفسه لم يدعي هذه الأشياء ، ويشير إلى أن عيسى سينفي ادعاءه الألوهية في يوم القيامة ويشدد القرآن أن عيسى بشر فان ، مثل كل الأنبياء والرسل وأنه اختير لينشر رسالة الله",ما هو الكتاب السماوي الذي بشره به عيسى عليه السلام ؟,الإنجيل,الإنجيل.,0.92,0.91,0.93
"[Chunk 1]
الأشخاص: جمال مبارك، علاء
النص: يعتبر علاء من "" شخصيات الظل "" حيث لا يسعى لدخول معترك السياسة كما أنه مقل جدا في الظهور في وسائل الإعلام ، على العكس من شقيقه الأصغر جمال مبارك الذي شارك بشكل ملحوظ في الحياة السياسية

[Chunk 2]
النص: وهي إحدى سمات الشخصيات الثلاثة في ثالوث الظلام إلى جانب كل من المكيافيلية والاعتلال النفسي

[Chunk 3]
الأشخاص: علاء الدين محمد حسنى، لمحمد حسني مبارك
المنظمات: ورية مصر العربية
التواريخ: 26 نوفمبر 1960
النص: علاء الدين محمد حسنى السيد مبارك ( 26 نوفمبر 1960-) هو الابن الأكبر لمحمد حسني مبارك الرئيس الأسبق لجمهورية مصر العربية",لماذا يعتبرون علاء من شخصيات الظل ؟,لا يسعى لدخول معترك السياسة,"لأن علاء لا يسعى لدخول معترك السياسة ولا يظهر كثيرًا في وسائل الإعلام، على عكس شقيقه جمال الذي شارك بشكل ملحوظ في الحياة السياسية.",0.9,0.93,0.94
"[Chunk 1]
الأشخاص: حافظ الاسد
المنظمات: الجمهورية العربية السورية، القيادة القطرية، حزب البعث العربي الاشتراكي، للجيش، والقوات المسلحة
التواريخ: 10 حزيران 2000، 1971، 2000، 6 تشرين الاول 1930
النص: حافظ الأسد ( 6 تشرين الأول 1930 - 10 حزيران 2000 ) رئيس الجمهورية العربية السورية والأمين العام وعضو القيادة القطرية في حزب البعث العربي الاشتراكي والقائد الأعلى للجيش والقوات المسلحة ما بين العامين 1971 -2000

[Chunk 2]
الأشخاص: بشار حافظ الاسد
المنظمات: الجمهورية العربية السورية، لحزب البعث العربي الاشتراكي، لسوريا، للقوات المسلحة السورية
التواريخ: 11 سبتمبر 1965، 17 يوليو 2000، 1971، 2000
النص: بشار حافظ الأسد ( ولد 11 سبتمبر 1965 ) هو الرئيس التاسع عشر لسوريا والخامس في تاريخ الجمهورية العربية السورية ، يحكم منذ 17 يوليو 2000 ، بعد أن انتخبه الفرع السوري لحزب البعث العربي الاشتراكي أمينا قطريا عاما له خلفا لوالده حافظ الأسد ، الذي كان رئيسا لسوريا في الفترة ما بين 1971 إلى 2000 يشغل كذلك منصب القائد العام للقوات المسلحة السورية

[Chunk 3]
الأشخاص: فظ الاسد
المنظمات: الحركة التصحيحية
التواريخ: 2000، مارس 1971
النص: في مارس 1971 ، قادحافظ الأسد انقلاب عسكريا داخليا تحت اسم « الحركة التصحيحية » ، وتم انتخابه رئيسا للبلاد ، وهو المنصب الذي ظل يشغله حتى وفاته في 2000",متى توفي حافظ الأسد ؟,10 حزيران 2000,توفي حافظ الأسد في 10 حزيران 2000.,0.92,0.93,0.91
"[Chunk 1]
الأشخاص: ابن سينا
التواريخ: اوا، سط القرن السابع عشر
النص: وقد ألف 200 كتابا في مواضيع مختلفة ، العديد منها يركز على الفلسفة والطب ويعد ابن سينا من أول من كتب عن الطب في العالم ولقد اتبع نهج أو أسلوب أبقراط وجالينوس وأشهر أعماله كتاب القانون في الطب الذي ظل لسبعة قرون متوالية المرجع الرئيسي في علم الطب ، وبقي كتابه ( القانون في الطب ) العمدة في تعليم هذا الفن حتى أواسط القرن السابع عشر في جامعات أوروبا ويعد ابن سينا أول من وصف التهاب السحايا الأولي وصفا صحيحا ، ووصف أسباب اليرقان ، ووصف أعراض حصى المثانة ، وانتبه إلى أثر المعالجة النفسانية في الشفاء وكتاب الشفاء

[Chunk 2]
الأشخاص: ابن سينا، ابو علي الحسين بن عبد الله بن الحسن بن علي بن سينا
النص: ابن سينا هو أبو علي الحسين بن عبد الله بن الحسن بن علي بن سينا ، عالم وطبيب بخارى ، اشتهر بالطب والفلسفة واشتغل بهما

[Chunk 3]
المنظمات: الحزب الشيوعي
النص: نشر العديد من الكتب خلال حياته ، أهمها بيان الحزب الشيوعي ( 1848 ) ، و رأس المال ( 1867 )",على ماذا ركزت العديد من كتب ابن سينا ؟,على الفلسفة والطب,ركزت العديد من كتب ابن سينا على الفلسفة والطب.,0.8,0.93,0.92
"[Chunk 1]
الأماكن: اوروبا
النص: جائحة إنفلونزا 1918 أو ما عرف بالانفلونزا الأسبانية أو الوافدة الإسبانيولية ( بالإنجليزية Spanish flu ) هي جائحة إنفلونزا قاتلة انتشرت في أعقاب الحرب العالمية الأولى في أوروبا والعالم وخلفت ملايين القتلى ، وتسبب بهذه الجائحة نوع خبيث ومدمر من فيروس الإنفلونزا ( أ ) من نوع فيروس الإنفلونزا أ H 1 N 1

[Chunk 2]
النص: إن النوع H 1 N 1 من فيروس إنفلونزا الخنازير هو سليل لفيروس الإنفلونزا الإسبانية الذي حصد ما بين 20 - 100 مليون إنسان ما بين عامي 1918 م و 1920 م عقب الحرب العالمية الأولى ، يعتبر فيروس الإنفلونزا أ ذو النوع ( H 1 N 1 ) من أكثر الفيروسات صعوبة في دراسته لكونه يتمتع بقدرة تغير سريع هربا من تكوين أضداد له في الأجسام التي يستهدفها ، يقوم الفيروس بتحوير نفسه بشكل طفيف كل عامين إلى ثلاثة أعوام ، وعندما تبدأ الأجسام التي يستهدفها بتكوين مناعة نحوه ونحو تحويراته الطفيفة يقوم فيروس انفلونزا الخنازير بعمل تحوير كبير يمكنه من الهرب من جهاز المناعة مسببا حدوث جائحة تجتاح العالم كل عدة سنوات

[Chunk 3]
التواريخ: عام 1918
النص: لقي أكثر من تسعة ملايين مقاتل وسبعة ملايين مدني مصرعهم نتيجة الحرب ، وتعتبر أيضا عامل مساهم في عدد من جرائم الإبادة الجماعية والإنفلونزا الأسبانية عام 1918 ، والذي تسبب في ما بين 50 و 100 مليون حالة وفاة في جميع أنحآء العالم",كم عدد الأشخاص الذين توفوا نتيجة الانفلونزا الإسبانية بعد الحرب العاملية الأولى ؟,ما بين 70 -100 مليون شخص,تسببت جائحة الإنفلونزا الأسبانية في ما بين 50 و100 مليون حالة وفاة في جميع أنحاء العالم.,0.9,0.93,0.66
"[Chunk 1]
الأشخاص: سعود
المنظمات: مجلس الوزراء
التواريخ: 1376 ه، عام 1373 ه الموافق، عام 1954، عام 1957
النص: بعد وفاة والده وتسلم أخيه سعود الحكم عينه وليا للعهد نائبا لرئيس مجلس الوزراء وزيرا للخارجية ، وفي عام 1373 ه الموافق عام 1954 أرسله الملك سعود لبعض الدول بزيارات نيابة عنه ، و بعام 1376 ه الموافق عام 1957 وقعت الأزمة المالية السعودية وكان قبلها قام الملك سعود بتسليمه بعض مهامه

[Chunk 2]
المنظمات: السعودية، العراق، الكويت، الولايات المتحدة
الأماكن: الاراضي السعودية، الولايات المتحدة، غانستان، والعراق
التواريخ: 11 سبتمبر 2001، عام 1990
النص: شهدت فترة حكمه الكثير من الأحداث أبرزها أزمة احتلال العراق لدولة الكويت في عام 1990 ، وتهديد العراق بغزو الأراضي السعودية ، وكذلك الحرب العراقية - الإيرانية وما تبعها من أحداث تأثرت بها السعودية ، وكذلك أحداث 11 سبتمبر 2001 في الولايات المتحدة وما تبعها من غزو الولايات المتحدة لأفغانستان والعراق ، وأيضا انخفاض أسعار النفط سنوات طويلة واضطرار الميزانية السعودية للانخفاض الشديد

[Chunk 3]
التواريخ: عام 1377 ه، لعام 1958
النص: فأصبح مسؤولا عن المال وخزينة الدولة ، وأصبح أيضا مسؤولا عن الأوضاع الخارجية للبلاد ، وفي عام 1377 ه الموافق لعام 1958 لم يستطع حل الأزمة بسبب البترول ، وأوامر الملك",متى وقعت الازمة المالية في السعودية ؟,بعام 1376 ه الموافق عام 1957,وقعت الأزمة المالية في السعودية عام 1376 ه الموافق عام 1957.,0.9,0.93,0.93
"[Chunk 1]
النص: يعتقد أن الثقوب السوداء ذات الكتلة النجمية تتشكل عند انهيار النجوم الضخمة جدا في نهاية دورة حياتها بعد أن يتشكل الثقب الأسود ، يمكن أن يستمر في النمو عن طريق امتصاص الكتلة من محيطه وذلك عن طريق امتصاص النجوم الأخرى والاندماج مع الثقوب السوداء الأخرى ، الأمر الذي قد يؤدي إلى تشكل الثقوب السوداء الهائلة والتي تحمل كتلة تعادل ملايين الكتل الشمسية هناك إجماع عام على وجود ثقوب سوداء هائلة في مراكز معظم المجرات

[Chunk 2]
النص: الثقب الأسود هو منطقة موجودة في الزمكان ( الفضاء بأبعاده الأربعة ، وهي الأبعاد الثلاثة بالإضافة إلى الزمن ) تتميز بجاذبية قوية جدا بحيث لايمكن لأي شيء - ولا حتى الجسيمات أو موجات الإشعاع الكهرومغناطيسي مثل الضوء - الإفلات منها تتنبأ النظرية النسبية العامة بأنه يمكن لكتلة مضغوطة بقدر معين أن تشوه الزمكان لتشكيل الثقب الأسود

[Chunk 3]
النص: على الرغم من أن محتواها غير مرئي ، يمكن استنتاج وجود ثقب أسود من خلال تأثيرها على المواد الأخرى والإشعاع الكهرومغناطيسي مثل الضوء المرئي",كيف ينمو الثقب الأسود ؟,عن طريق امتصاص الكتلة من محيطه,"ينمو الثقب الأسود عن طريق امتصاص الكتلة من محيطه، وذلك بامتصاص النجوم الأخرى والاندماج مع الثقوب السوداء الأخرى.",0.92,0.92,0.92
"[Chunk 1]
الأشخاص: تيم حسن، دين نسيب نجيم
التواريخ: 2015، 2016
النص: يأتي المسلسل ضمن البطولة الرمضانية الثالثة على التوالي بين تيم حسن ونادين نسيب نجيم من بعد مسلسل تشيلو سنة 2015 ومسلسل نص يوم سنة 2016

[Chunk 2]
الأشخاص: ا بطرس، تيم حسن، زان عكو، سامر برقاوي، كارل، منى واصف، ن نسيب نجيم، نادي، ينا لاذقاني
المنظمات: ام بي سي دراما، بت شوتايم، رز ارت برودكشن، وام تي في
التواريخ: 2017، رمضان 1438 ه
النص: الهيبة مسلسل سوري لبناني تم إنتاجة سنة 2017 أعد للعرض في موسم رمضان 1438 ه على قنوات إم بي سي دراما ، وإم تي في اللبنانية ، وشبكة أوربت شوتايم ، من إنتاج شركة سيدرز آرت برودكشن ، وتأليف وسيناريو وحوار هوزان عكو ، وإخراج سامر برقاوي ، ومن بطولة الفنان السوري تيم حسن ، والفنانة اللبنانية نادين نسيب نجيم ، والفنانة السورية منى واصف والفنانة اللبنانية كارلا بطرس ، والفنانة السورية الصاعدة روزينا لاذقاني

[Chunk 3]
الأشخاص: ابراهيم الحربي، احلام حسن، جمال الردهان
التواريخ: عام 2000
النص: بدأت حياتها الفنية في عام 2000 وكان ذلك من خلال دورها في المسلسل الاجتماعي حكايات كويتية والذي قام ببطولته الفنان جمال الردهان والفنانة طيف والفنانة أحلام حسن والفنان إبراهيم الحربي ، وكان بمثابة بداية موفقة جدا نحو الشهرة والنجومية",ما اسم المسلسل الأول الذي جمع بين تيم حسن و نادين نجيم ؟,مسلسل تشيلو,تشيلو,0.8,0.94,0.93
"[Chunk 1]
الأماكن: الكويت
التواريخ: 2016، عام 2006
النص: في عام 2006 وبعد انتهاء عروض مسرحية يواش يواش والتي عرضت في الكويت اعلن توقفه عن تقديم المسرحيات ، الا انه عاد للمسرح بعد 10 سنوات من توقفه وتحديدا في 2016 عاد في مسرحيتي طار الوزير و عرب تويت والتي عرضت في قطر

[Chunk 2]
الأماكن: الولايات المتحدة الامريكية، وكندا
التواريخ: 20 يناير 2008، 29 سبتمبر ، 2013
النص: بدأ عرض المسلسل لأول مرة في 20 يناير 2008 في الولايات المتحدة الأمريكية وكندا على قناة AMC ، وقد عرضت الحلقة الأخيرة من المسلسل في 29 سبتمبر ، 2013

[Chunk 3]
المنظمات: هات بلفاست
الأماكن: ايرلندا الشمالية، واتي، والمغرب، والولايات المتحدة، ومال
التواريخ: 14 ابريل 2019، 17 ابريل 2011
النص: صور المسلسل في أستديوهات بلفاست وعدة مواقع أخرى في أيرلندا الشمالية ومالطا واسكتلندا وكرواتيا وآيسلندا والولايات المتحدة والمغرب ، وعرض لأول مرة على في الولايات المتحدة في 17 أبريل 2011 وعرضت المواسم الثمانية كاملة ، حيث بدأ عرض الموسم الثامن في 14 أبريل 2019",أين عرضت مسرحية يواش يواش ؟,في الكويت,"عُرضت مسرحية ""يواش يواش"" في الكويت.",0.63,0.91,0.93
"[Chunk 1]
النص: الأبجدية العربية هي الأبجدية التي تستخدم الحروف العربية في الكتابة ، وتوصف بأنها أكمل نظم الكتابة ، فقد شملت معظم الأصوات التي يمكن أن ينطقها الإنسان

[Chunk 2]
النص: تعتمد الكثير من اللغات على الأبجدية العربية في الكتابة ، مثل اللغة الأردية ، واللغة العثمانية ، واللغة الكردية ، واللغة الملايوية كان أشهر استخدام للحروف العربية في التدوين هو تدوين القرآن الكريم ، ثم انتشرت الأبجدية العربية في الكثير من الأمصار ، وذلك بانتشار الفتوحات الإسلامية ، واتساع الدولة الإسلامية ، واختلاط العرب الفاتحين بالشعوب التي كانت تحت سيطرة الفرس والبيزنطيين والأحباش ، ودخول كثير من هؤلاء في الإسلام ، واضطرارهم إلى تعلم ما استطاعوا من العربية ، وانتشرت العربية كلغة أساسية بين هذه الشعوب ، وأصبحت لغة لجميع المسلمين ، بعد أن كانت لغة خاصة بالعرب واستخدمت ألفبائيتها العديد من اللغات ، من عائلات لغوية كثيرة

[Chunk 3]
الأشخاص: تر الثاني
المنظمات: اوروبا، جامعة القرويين
الأماكن: المغرب العربي، اوروبا، قارة اوربا
النص: الأرقام العربية هي الأرقام التي طورها الرياضيون العرب واستعملت على وجه الخصوص في مناطق المغرب العربي حاليا ، وقد استعملت في قارة أوربا عندما أدخلها البابا سلفيستر الثاني الذي درس في جامعة القرويين وتعرف على الرقم العربي ، ومن ثم أدخل الأرقام العربية إلى أوروبا ، فمن أجل ذلك يطلق عليه أحيانا بابا الأرقام ، وكانت أوروبا حينها تستعمل الأرقام الرومانية التي لا تساعد على إنجاز أبسط العمليات الحسابية .",ما هي الأبجدية العربية ؟,هي الأبجدية التي تستخدم الحروف العربية في الكتابة,"الأبجدية العربية هي النظام الكتابي الذي يستخدم الحروف العربية في التعبير عن الكلام المنطوق، وقد شملت معظم الأصوات التي يمكن للإنسان نطقها.",0.92,0.92,0.93
"[Chunk 1]
النص: وعدد سكانها يتجاوز 205 مليون نسمة , وهي خامس دولة من حيث عدد السكان ومساحتها تغطي 881 , 913 كم 2 ( 340 , 509 ميل مربع ) ، هي الدولة ال

[Chunk 2]
النص: ويبلغ عدد سكانها حوالي 238 مليون شخص ، وهو ما يجعلها رابع أكبر دولة من حيث عدد السكان ، كما أنها أكبر بلد ذو غالبية سكانية مسلمة وأكبر بلد أسترونيزي في العالم

[Chunk 3]
التواريخ: لعام 2015
النص: تبلغ مساحتها حوالي 555 , 000 كيلو متر مربع ، ويبلغ عدد سكانها 26 , 687 , 000 نسمة حسب الإسقاط السكاني لعام 2015",كم يبلغ عدد السكان في مملكة البحرين ؟,"ما يقارب 1 , 234 , 571 نسمة","لا يمكن تحديد عدد سكان مملكة البحرين بدقة من السياق المقدم، حيث تختلف الأرقام بين المصادر (26,687,000 نسمة حسب الإسقاط السكاني لعام 2015 و238 مليون شخص).",0.92,0.91,0.65
"[Chunk 1]
الأشخاص: فاطمة بنت اسد، محمد
الأماكن: المدينة المنورة
النص: ولد في مكة وتشير مصادر التاريخ بأن ولادته كانت في جوف الكعبة ، و أمه فاطمة بنت أسد الهاشمية أسلم قبل الهجرة النبوية ، وهو ثاني أو ثالث الناس دخولا في الإسلام ، وأول من أسلم من الصبيان هاجر إلى المدينة المنورة بعد هجرة الرسول بثلاثة أيام وآخاه النبي محمد مع نفسه حين آخى بين المسلمين ، وزوجه ابنته فاطمة في السنة الثانية من الهجرة

[Chunk 2]
المنظمات: الدولة الجزايرية، جيش افريقيا
الأماكن: فرنسا، معسكر بالغرب الجزايري
التواريخ: 15 رجب 1223 ه، 6 سبتمبر 1808، يوم الثلاثاء
النص: ولد قرب مدينة معسكر بالغرب الجزائري يوم الثلاثاء 6 سبتمبر 1808 الموافق ل 15 رجب 1223 ه ، رائد سياسي وعسكري مقاوم قاد ( جيش أفريقيا ) خمسة عشر عاما أثناء غزو فرنسا للجزائر هو أيضا مؤسس الدولة الجزائرية الحديثة ورمز للمقاومة الجزائرية ضد الاستعمار والاضطهاد الفرنسي

[Chunk 3]
الأشخاص: علي الوردي
الأماكن: العراق، ايش الشرقي، بغداد
النص: أديب ومفكر عربي ولد في قرية الطائش الشرقي وهي قرية بسيطة من قرى المنطقة الوسطة في العراق ولم يعيش فيها سوى سنوات حياته الأولى بسبب انتقال العائلة إلى العاصمة بغداد عمل في الصحافة قبل ثورة 1958 في عدة صحف عراقية كمحرر وكاتب لبعض المقالات ثم توسعت اهتماماته الأدبية والفكرية وكان كثير الحضور لمحاضرات ومجالس علي الوردي وغيره من المفكرين البارزين في تلك الحقبة .",أين ولد محيي الدين بن عربي ؟,في مرسية في الأندلس,ولد محيي الدين بن عربي قرب مدينة معسكر بالغرب الجزائري.,0.3,0.92,0.33
"[Chunk 1]
الأشخاص: مارك زوكربيرج
المنظمات: فيسبوك
التواريخ: عام 2005
النص: ( وفي مصادر أخرى 715 مليون دولار ) وتميزت هذه الصفقة بأنها كانت مصدر لضجة حتى قبل الكشف عنها ، وكذلك فإن مبلغ الصفقة يتناقض مع ما دفعته ياهو لشراء موقع فليكر عام 2005 والذي كان 35 مليون دولار ، والذي جعل موقع فليكر على قائمة ال 50 موقع الأكثر زيارة حول العالم ، وكتب مارك زوكربيرج على حائطه في فيسبوك عن ما سيحصل بعد هذا الاستحواذ "" committed to building and growing Instagram independently "" أي سنلتزم بتطوير وإنماء إنستغرام بشكل مستقل

[Chunk 2]
التواريخ: اكتوبر 2006
النص: وهو حاليا مزود بأكثر من ألفي موظف وفي أكتوبر 2006 أعلنت شركة Google التوصل لاتفاقية لشراء الموقع مقابل 1

[Chunk 3]
النص: تقرر في نهاية المطاف فتح موقع توتر لكن وبعد ذلك بنصف العام قرر المبرمجين شراء استضافة موقع التي كانت محجوزة بالفعل لكنهم تمكنوا من اقتنائها فغيروا الموقع إلى ما هو عليه اليوم",ما تأثير شراء ياهو لموقع فليكر عام 2005 ؟,جعل موقع فليكر على قائمة ال 50 موقع الأكثر زيارة حول العالم,"أدى شراء ياهو لموقع فليكر عام 2005 إلى زيادة قيمة الموقع بشكل ملحوظ، حيث كان المبلغ المدفوع (35 مليون دولار) أقل بكثير من مبلغ صفقة استحواذ فيسبوك على إنستغرام لاحقًا في نفس العام (715 مليون دولار).",0.93,0.92,0.74
